Date,Open,High,Low,Close,Adj Close,Volume
2024-03-07,1.250000,1.250000,1.250000,1.250000,1.250000,2000
2024-03-08,1.250000,1.250000,1.250000,1.250000,1.250000,0
2024-03-11,1.150000,1.200000,1.150000,1.200000,1.200000,8000
2024-03-12,1.210000,1.290000,1.210000,1.230000,1.230000,18300
2024-03-13,1.260000,1.280000,1.250000,1.250000,1.250000,3100
2024-03-14,1.250000,1.250000,1.250000,1.250000,1.250000,1000
2024-03-15,1.250000,1.250000,1.200000,1.200000,1.200000,4100
2024-03-18,1.200000,1.200000,1.200000,1.200000,1.200000,100
2024-03-19,1.320000,1.320000,1.200000,1.200000,1.200000,3100
2024-03-20,1.100000,1.200000,1.100000,1.200000,1.200000,3200
2024-03-21,1.210000,1.250000,1.190000,1.250000,1.250000,15700
2024-03-22,1.220000,1.240000,1.190000,1.240000,1.240000,104300
2024-03-25,1.240000,1.240000,1.150000,1.150000,1.150000,6300
2024-03-26,1.150000,1.150000,1.150000,1.150000,1.150000,370000
2024-03-27,1.110000,1.110000,1.110000,1.110000,1.110000,1000
2024-03-28,1.140000,1.170000,1.100000,1.170000,1.170000,2500
2024-04-01,1.190000,1.190000,1.190000,1.190000,1.190000,2700
2024-04-02,1.190000,1.190000,1.190000,1.190000,1.190000,12800
2024-04-03,1.130000,1.130000,1.130000,1.130000,1.130000,3200
2024-04-04,1.130000,1.130000,1.130000,1.130000,1.130000,0
2024-04-05,1.120000,1.120000,1.120000,1.120000,1.120000,2600
2024-04-08,1.130000,1.130000,1.130000,1.130000,1.130000,185400
2024-04-09,1.150000,1.150000,1.110000,1.130000,1.130000,11000
2024-04-10,1.130000,1.130000,1.130000,1.130000,1.130000,0
2024-04-11,1.130000,1.130000,1.130000,1.130000,1.130000,0
2024-04-12,1.090000,1.090000,1.060000,1.060000,1.060000,2700
2024-04-15,1.050000,1.050000,1.050000,1.050000,1.050000,300
2024-04-16,1.020000,1.020000,1.020000,1.020000,1.020000,100
2024-04-17,1.050000,1.050000,1.050000,1.050000,1.050000,800
2024-04-18,1.100000,1.100000,1.100000,1.100000,1.100000,1000
2024-04-19,1.070000,1.070000,1.070000,1.070000,1.070000,600
2024-04-22,1.050000,1.080000,1.050000,1.050000,1.050000,400
2024-04-23,1.060000,1.060000,1.060000,1.060000,1.060000,130600
2024-04-24,1.200000,1.200000,1.050000,1.050000,1.050000,67100
2024-04-25,1.050000,1.050000,1.050000,1.050000,1.050000,0
2024-04-26,1.130000,1.130000,1.130000,1.130000,1.130000,3700
2024-04-29,1.170000,1.170000,1.140000,1.170000,1.170000,38800
2024-04-30,1.110000,1.130000,1.090000,1.100000,1.100000,10700
2024-05-01,1.100000,1.100000,1.100000,1.100000,1.100000,0
2024-05-02,1.150000,1.150000,1.150000,1.150000,1.150000,8200
2024-05-03,1.170000,1.170000,1.170000,1.170000,1.170000,7900
2024-05-06,1.170000,1.170000,1.170000,1.170000,1.170000,100
2024-05-07,1.170000,1.170000,1.170000,1.170000,1.170000,0
2024-05-08,1.170000,1.170000,1.170000,1.170000,1.170000,0
2024-05-09,1.220000,1.320000,1.220000,1.300000,1.300000,27900
2024-05-10,1.300000,1.300000,1.300000,1.300000,1.300000,0
2024-05-13,1.310000,1.310000,1.310000,1.310000,1.310000,1000
2024-05-14,1.220000,1.320000,1.220000,1.320000,1.320000,85800
2024-05-15,1.320000,1.320000,1.320000,1.320000,1.320000,13100
2024-05-16,1.320000,1.330000,1.310000,1.310000,1.310000,107700
2024-05-17,1.260000,1.370000,1.260000,1.320000,1.320000,2900
2024-05-20,1.320000,1.320000,1.320000,1.320000,1.320000,0
2024-05-21,1.280000,1.330000,1.270000,1.330000,1.330000,8000
2024-05-22,1.360000,1.480000,1.360000,1.480000,1.480000,79100
2024-05-23,1.570000,1.580000,1.400000,1.400000,1.400000,15400
2024-05-24,1.400000,1.430000,1.340000,1.430000,1.430000,42400
2024-05-28,1.500000,1.500000,1.480000,1.480000,1.480000,800
2024-05-29,1.460000,1.470000,1.450000,1.460000,1.460000,81700
2024-05-30,1.500000,1.500000,1.500000,1.500000,1.500000,17300
2024-05-31,1.500000,1.510000,1.460000,1.460000,1.460000,220000
2024-06-03,1.310000,1.520000,1.310000,1.450000,1.450000,346000
2024-06-04,1.450000,1.500000,1.400000,1.400000,1.400000,1200
2024-06-05,1.430000,1.430000,1.430000,1.430000,1.430000,205000
2024-06-06,1.500000,1.500000,1.480000,1.500000,1.500000,361300
2024-06-07,1.370000,1.370000,1.340000,1.340000,1.340000,4200
2024-06-10,1.340000,1.340000,1.340000,1.340000,1.340000,0
2024-06-11,1.400000,1.410000,1.400000,1.410000,1.410000,11200
2024-06-12,1.560000,1.560000,1.380000,1.380000,1.380000,1200
2024-06-13,1.400000,1.400000,1.350000,1.350000,1.350000,42,700
